sentiment	productId	userId	summary	text	helpfulY	helpfulN
		ADSTKCE7IXB29	Why the white tea blend?	"I really cannot emphasize how disappointed I am with Celestial Seasoning's having ruined its perfectly good green tea. The company has apparently totally eliminated production of plain green tea in favor of blends with white tea. On the box it says ""with White Tea for Smooth Taste.""<br /><br />Smooth taste my foot -- the white tea bitters it.<br /><br />Can you imagine if you're a Folgers drinker 3 times a day for 10 years and then all of the sudden Folgers adds Essence of Municipal Garbage to its coffee? Yeah -- that's what celestial seasonings did to me. Thanks, guys!<br /><br />You forced me to go Bigelow!"	4	1
		A11OQUV1ZI2MT2	Pretty Tough to Chew	I like the Snackmasters Turkey Jerky much better.  The beef was pretty tough, though if you like beef jerky better than turkey it still is one of the few jerkys available that is nitrite free.	0	0
		A81HMEGGVESJP	Great tasting pancake  mix	This is the best tasting pancake mix in the market and it is so easy to make.	3	0
		A2DWNAHNLA7NK7	Best cornbread I've ever tasted!	For years, I've been looking for cornbread like Mom used to make.  I've finally found it.  Pamela's cornbread mix has it all.  It's quick and easy to prepare and it tastes heavenly.  All the make-from-scratch recipes I've tried tend to be rather dry.  Pamela's cornbread is delightfully moist and it stays moist if you don't get it all eaten at once.  In fact, it's so moist it tastes good even without butter.  It has just the right degree of sweetness.  You can also make cornbread muffins from it and I've discovered they freeze well.  In addition, Pamela provides variations on the recipe if you're looking for something a little different.  I have no hesitation in giving this product a resounding five stars.  I like it so well I order it from Amazon in bulk.	5	0
		A2IYLMDQGBB4VG	decent tea	I gave up drinking coffee because I always added creamer and sugar, thus I have been trying lots of different teas. This is a decent flavored tea, though not on the top of my list. Wish you could mix and match a case.	0	1
		A2PYQGI9WYZ3J4	Very, Very Disappointing!	I have had Twinging's Lapsang Souchong in the U.K., and this is a totally differrent and inferior product.  There is barely any smokey flavor -- it is as though they have put it through the flaor removing machine.  I suspect it is either very cheap Lapsang Souchong or they are mixing it with an unsmoked black tea.  Definitely inferior.  Try another brand or try to get the UK version in the black box.  Yuck!	2	1
		A2N2X7L7LB3S6X	Great Flavor....	I'm a big fan of Blue Diamond brand Almonds. I really like the bold flavors, Habanero BBQ and Lime & Chili. I've never seen the Jalapeno Smokehouse flavor at the local grocery store so when I saw them on Amazon I decided to buy them.<br /><br />I'm pleased to say that I wasn't disappointed. This is right up there with my favorite flavors. It has just enough heat and jalapeno flavor with just a little bit of smoke. To me, these have almost as much heat as the Habanero flavor. Which isn't a bad thing. I like spicy.<br /><br />I would defiantly recommend these if you like the Bold line of Blue Diamond Almonds.	0	0
		A17V2N0N8CXSA9	Great Coffee!!	I really hoped for the best on this one after becoming disillusioned with my local coffee shop's organic ethically produced Ethiopian offering, but happily this is a great tasting cup of coffee. My husband orders these specifically to take with him to work. Flavorful, bold, rich, really nice for a single serve. Usually we need two pods per cup of other blends to make it work for us but not with the Marley Coffee. A+	0	1
		A3J55KOFOAORIE	My gift was loved!	It's always difficult to get someone an anniversary gift they can use.  Well I received a call right after my dad and his wife opened this gift.  They LOVED it!  I can tell when his wife likes something and when she LOVES something...  $52 and free shipping - I think I might just have to get one for myself!	5	0
		AZG3HY4YMNDBB	Misleading	"The web information fails to mention the main ingredient is alcohol, with a small percentage as ""pure"" extract."	2	14
		AL26J086LIKJ2	Gold? Platinum? RAWHIDE?	Seriously, what could POSSIBLY be in these thing to make them worth so much?!?<br /><br />I thought Target was on crack asking $14.99!!<br /><br />Last time I checked Rawhide was the skin of a cow? Is this beacuse they can't make leather jackets out of it?	0	4
		A1IDNRG0JX0J9R	Crazy Cups Tea Sampler for Keurig review	This was a nice selection of K-cups that our staff enjoyed.  They arrived in a timely manner and in very good condition.  We would purchase them again.  Thank you	0	0
		AF3BYMPWKWO8F	Warning: Contains Menadione	"According to the manufacturer's website, this (and many of their other products) contains menadione sodium bisulfite complex.<br /><br />Menadione is a synthetic precursor for Vitamin K and has been reported to have toxic effects. The use of menadione over the natural alternatives (such as leafy greens and kelp) is only for cost-saving reasons, hence usually only found in cheaper and lower quality animal food. It's surprising that pet food at this high of a price actually contains this substance.<br /><br />Menadione is banned by the Food & Drug Administration in over-the-counter supplements due to its potential for organ toxicity. It's also banned in Europe for human consumption.<br /><br />A study in rats showed that exposure to menadione ""produced lesions in the kidney, heart, liver and lung."" Chiou et al. Toxicology 1997.<br /><br />Menadione's toxicity seems to be due to its ability to induce oxidative stress in cells.<br /><br />Do an online search for menadione and you'll find more info from a pet food watchdog trying to stop the inclusion of this substance.<br /><br />In light of recent episodes of toxic pet food and the questionable behaviors of manufacturers and our regulatory agencies, I would advise you to avoid feeding this to your cats."	3	0
		A23PJTNA220DH1	Good Breakfast cereal	I bought this box of dark chocolate almond granola cereal and it is very good. I eat it for breakfast every morning and with this product I can eat a healthy bowl of cereal everyday.	0	0
		A386B2NQZ0PFRX	Love all flavors...	All flavors taste great.  This is a good variety to experiment with, especially if you are on a low-carb diet like Dukan, Atkins, and etc.  I add these Torani sugar-free syrups to non-fat greek yogurt, teas, Sprite Zero (raspberry only, sometimes with lemon extract), and etc.  The Irish-Cream and Hazelnut syrups are absolutely delightful!  I'm actually looking into order other flavors from Torani's website, as Amazon doesn't carry all of the sugar-free flavors that Torani offers.	0	0
		AJFZPG6CEFRBW	hard and only 3 colors	These candy blocks were much harder than others I have had; you can't even bite into them immediately without breaking your teeth. The bag was almost exclusively made up of yellow and green blocks with a few reds, no orange, white, or blues :( This is one of my favorite candies but I would not buy these again.	3	0
		A3LX57I5OKG70V	Interesting taste	I read about the benefits of Pau D'Arco tea and decided to give it a try. It's hard to find this tea in the market. The Whole Foods near my house doesn't have it either.<br /><br />The taste of this herbal tea is interesting: it's got a hint of sweetness with a very slight medicinal bitterness. Feels quite dry and alkaline to me. Color is light brown. Not particularly delightful or tasty, neither does it have a strong, captivating aroma like the Japanese roasted green tea - it's just weird beyond description. Reminds me of dried summer leaves. Not unpleasant though; I am still glad that I tried it!	2	1
		A39O70DR5RQKSJ	Ok	"I saw this product on Oprah and wanted to try it, I was impressed that it was vegetarian and lower fat then mayo. I thought it would make good ""BLT's"", but without the real beacon. It was just OK for me. The product does come as described and tastes OK, but something about it just tasted too fake and I didn't like the texture. It's not real creamy lake mayo, or even low-cal mayo. I like low-cal fry sauce a lot better. I have to say though, it's just a taste thing, and someone else might love it. I still use it on burgers, (mixed with light mayo), but no one in my family really cares for it that much.<br />I wasn't happy that with free shipping it took a month before it was even sent out, that seemed a little ridiculous. The packaging was good. I like that the jars are plastic and not glass. However, I would not purchase again or recommend, because the flavor is just OK."	2	1
